correlation,dissimilarity,file
0.9274627663232342,12.54742328709542,../../data/north_2016/l2a/scene_images/cips_raa_2a_orbit_48812_2016-091_v01.10_r05_scene09_W096_S42.png
0.9246989160448005,13.520949978982767,../../data/north_2016/l2a/scene_images/cips_raa_2a_orbit_48881_2016-096_v01.10_r05_scene02_E094_N68.png
0.9219106613524889,14.8848087431694,../../data/north_2016/l2a/scene_images/cips_raa_2a_orbit_49982_2016-169_v01.10_r05_scene11_E096_S33.png
0.9349403700995282,11.24643968053804,../../data/north_2016/l2a/scene_images/cips_raa_2a_orbit_48761_2016-088_v01.10_r05_scene05_E055_N20.png
0.9107234153497604,15.91313997477932,../../data/north_2016/l2a/scene_images/cips_raa_2a_orbit_49512_2016-138_v01.10_r05_scene13_E136_S43.png
0.9006537616875927,15.662564102564104,../../data/north_2016/l2a/scene_images/cips_raa_2a_orbit_50025_2016-172_v01.10_r05_scene05_E174_N55.png
0.9309584173612894,11.998385876418665,../../data/north_2016/l2a/scene_images/cips_raa_2a_orbit_49549_2016-140_v01.10_r05_scene06_W010_N26.png
0.8789726609118604,18.044409415720896,../../data/north_2016/l2a/scene_images/cips_raa_2a_orbit_49850_2016-160_v01.10_r05_scene05_E027_N59.png
0.9337338937582651,11.272068095838586,../../data/north_2016/l2a/scene_images/cips_raa_2a_orbit_49104_2016-111_v01.10_r05_scene06_E160_N31.png
0.9301547729737979,12.363930222782681,../../data/north_2016/l2a/scene_images/cips_raa_2a_orbit_50673_2016-215_v01.10_r05_scene08_W169_S10.png
0.8596706468460737,17.274707860445567,../../data/north_2016/l2a/scene_images/cips_raa_2a_orbit_49755_2016-154_v01.10_r05_scene01_W083_N70.png
0.9026141241713036,13.772156368221943,../../data/north_2016/l2a/scene_images/cips_raa_2a_orbit_50462_2016-201_v01.10_r05_scene03_W138_N76.png
0.9312914922967043,12.21846994535519,../../data/north_2016/l2a/scene_images/cips_raa_2a_orbit_49385_2016-129_v01.10_r05_scene08_W069_S12.png
0.9187973196108496,15.469920134510298,../../data/north_2016/l2a/scene_images/cips_raa_2a_orbit_49942_2016-166_v01.10_r05_scene13_W032_S38.png
0.8743212141237185,18.780159730979403,../../data/north_2016/l2a/scene_images/cips_raa_2a_orbit_49868_2016-161_v01.10_r05_scene05_W040_N61.png
0.8384034905500928,19.73966792770071,../../data/north_2016/l2a/scene_images/cips_raa_2a_orbit_49963_2016-168_v01.10_r05_scene04_W138_N69.png
0.8044326761421148,22.81505254308533,../../data/north_2016/l2a/scene_images/cips_raa_2a_orbit_49973_2016-168_v01.10_r05_scene03_W018_N67.png
0.9122711300244877,16.401067675493906,../../data/north_2016/l2a/scene_images/cips_raa_2a_orbit_50295_2016-190_v01.10_r05_scene12_W169_S46.png
0.9309510210780686,12.173308112652373,../../data/north_2016/l2a/scene_images/cips_raa_2a_orbit_50624_2016-211_v01.10_r05_scene08_W077_N08.png
0.9301825868781027,12.40170239596469,../../data/north_2016/l2a/scene_images/cips_raa_2a_orbit_49754_2016-154_v01.10_r05_scene06_E145_N31.png
0.9300519639732796,12.582194199243379,../../data/north_2016/l2a/scene_images/cips_raa_2a_orbit_50263_2016-187_v01.10_r05_scene09_W115_S03.png
0.9269801635914242,13.231647751155947,../../data/north_2016/l2a/scene_images/cips_raa_2a_orbit_49899_2016-163_v01.10_r05_scene09_W081_S13.png
0.9313560084652591,12.216586801176964,../../data/north_2016/l2a/scene_images/cips_raa_2a_orbit_49764_2016-154_v01.10_r05_scene07_W094_N30.png
0.9288530341877123,12.66570407734342,../../data/north_2016/l2a/scene_images/cips_raa_2a_orbit_49664_2016-148_v01.10_r05_scene09_E123_S01.png
0.8640767944117905,10.52582177385456,../../data/north_2016/l2a/scene_images/cips_raa_2a_orbit_49617_2016-145_v01.10_r05_scene04_W163_N63.png
0.9284705690895404,12.1208280790248,../../data/north_2016/l2a/scene_images/cips_raa_2a_orbit_49065_2016-108_v01.10_r05_scene03_E018_N55.png
0.8810046074770936,17.850441361916772,../../data/north_2016/l2a/scene_images/cips_raa_2a_orbit_50130_2016-179_v01.10_r05_scene03_W156_N71.png
0.9347576530019452,11.722643968053804,../../data/north_2016/l2a/scene_images/cips_raa_2a_orbit_48653_2016-081_v01.10_r05_scene08_E098_S34.png
0.9313101045684922,11.95739806641446,../../data/north_2016/l2a/scene_images/cips_raa_2a_orbit_49478_2016-135_v01.10_r05_scene05_W111_N48.png
0.8895638740892348,15.7826271542665,../../data/north_2016/l2a/scene_images/cips_raa_2a_orbit_49840_2016-159_v01.10_r05_scene03_W050_N80.png
